,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
18,IGL,EQ,2017-06-08,1106.2,1101.0,1112.95,1088.15,       1093.00,1095.95,1096.88,236332,259227335.2,6986,117285,49.63,6,2017,1039.9445517295085,-0.009265955523413472,Slight or No change
19,IGL,EQ,2017-06-09,1095.95,1093.95,1106.3,1080.3,       1097.00,1098.7,1095.92,194482,213137539.3,6405,58958,30.32,6,2017,1041.598106032651,0.002509238560153282,Slight or No change
20,IGL,EQ,2017-06-12,1098.7,1090.0,1097.3,1069.05,       1073.00,1073.55,1080.18,260060,280911725.2,7384,134239,51.62,6,2017,1042.7569299596655,-0.022890688996086372,Slight or No change
21,IGL,EQ,2017-06-13,1073.55,1075.0,1106.0,1066.55,       1089.90,1090.95,1089.86,467237,509221604.65,11342,122927,26.31,6,2017,1045.705110325747,0.01620790834148389,Slight or No change
22,IGL,EQ,2017-06-14,1090.95,1087.0,1089.95,1071.0,       1074.00,1073.6,1075.05,266151,286125997.65,9477,161605,60.72,6,2017,1046.6444204550082,-0.01590357028278122,Slight or No change
23,IGL,EQ,2017-06-15,1073.6,1080.0,1080.25,1060.5,       1065.85,1063.5,1068.27,166183,177528861.35,5899,52555,31.62,6,2017,1046.9915167856755,-0.00940760059612511,Slight or No change
24,IGL,EQ,2017-06-16,1063.5,1072.9,1078.0,1055.15,       1058.65,1060.45,1068.57,206296,220442269.7,5381,56061,27.18,6,2017,1047.3269795724502,-0.0028678890456040884,Slight or No change
25,IGL,EQ,2017-06-19,1060.45,1064.5,1076.05,1055.6,       1072.00,1069.7,1069.07,361188,386134725.3,8745,240218,66.51,6,2017,1048.262523946152,0.008722712056202564,Slight or No change
26,IGL,EQ,2017-06-20,1069.7,1070.0,1106.4,1070.0,       1090.90,1086.35,1093.81,567241,620454475.4,14160,121823,21.48,6,2017,1050.609632047236,0.01556511171356445,Slight or No change
27,IGL,EQ,2017-06-21,1086.35,1094.7,1103.0,1087.0,       1094.20,1093.7,1094.0,291283,318663829.45,10921,85634,29.4,6,2017,1051.9313797153009,0.006765775302618904,Slight or No change
28,IGL,EQ,2017-06-22,1093.7,1097.85,1104.0,1066.55,       1073.10,1077.2,1090.62,216983,236645206.65,6715,47025,21.67,6,2017,1052.4958598507421,-0.0150864039498948,Slight or No change
29,IGL,EQ,2017-06-23,1077.2,1079.9,1079.9,1050.0,       1070.00,1068.0,1064.08,221319,235500567.4,7678,83851,37.89,6,2017,1052.8412605497947,-0.008540660972892744,Slight or No change
30,IGL,EQ,2017-06-27,1068.0,1062.5,1069.5,1045.6,       1048.00,1052.2,1052.69,173214,182340387.95,5289,60886,35.15,6,2017,1052.8302713172964,-0.01479400749063664,Slight or No change
31,IGL,EQ,2017-06-28,1052.2,1041.1,1051.45,1030.2,       1037.05,1036.15,1040.35,173255,180245017.15,5743,61115,35.27,6,2017,1052.549173428718,-0.015253754039155965,Slight or No change
32,IGL,EQ,2017-06-29,1036.15,1044.0,1062.0,1040.55,       1052.90,1052.75,1054.04,365656,385415139.7,13277,40939,11.2,6,2017,1052.5560708153619,0.01602084640254775,Slight or No change
33,IGL,EQ,2017-06-30,1052.75,1049.5,1063.5,1037.8,       1055.00,1056.65,1051.36,220355,231672922.75,7376,91116,41.35,6,2017,1052.6390858905218,0.0037045832343862717,Slight or No change
34,IGL,EQ,2017-07-03,1056.65,1056.95,1064.95,1047.05,       1051.05,1052.35,1054.14,254866,268663317.9,10827,159833,62.71,7,2017,1052.6324612173175,-0.004069464818057256,Slight or No change
35,IGL,EQ,2017-07-04,1052.35,1059.65,1067.1,1050.05,       1060.60,1062.0,1059.25,227822,241320498.95,8696,71962,31.59,7,2017,1052.8204969944763,0.009169952962417627,Slight or No change
36,IGL,EQ,2017-07-05,1062.0,1065.75,1079.0,1060.5,       1076.80,1072.0,1069.98,223932,239601678.25,9944,62483,27.9,7,2017,1053.1915940246433,0.009416195856873921,Slight or No change
37,IGL,EQ,2017-07-06,1072.0,1074.0,1081.35,1063.45,       1073.00,1073.4,1070.76,364281,390058360.5,11691,190224,52.22,7,2017,1053.8082510695424,0.0013059701492537101,Slight or No change
38,IGL,EQ,2017-07-07,1073.4,1068.0,1079.3,1068.0,       1074.50,1072.35,1074.44,173620,186544872.25,5361,97907,56.39,7,2017,1054.0740509672014,-0.0009782001117945027,Slight or No change
39,IGL,EQ,2017-07-10,1072.35,1072.0,1081.0,1070.0,       1070.75,1072.3,1073.14,20737,22253776.5,621,10856,52.35,7,2017,1054.1052037957256,-4.6626567818286446e-05,Slight or No change
40,IGL,EQ,2017-07-11,1072.3,1077.95,1127.95,1065.05,       1121.90,1117.75,1106.26,1053435,1165376227.1,31674,280808,26.66,7,2017,1059.1899640805339,0.04238552643849669,Slight or No change
41,IGL,EQ,2017-07-12,1117.75,1130.0,1135.0,1112.3,       1120.35,1121.2,1122.95,687402,771914830.3,15916,209311,30.45,7,2017,1062.262536125902,0.003086557817043145,Slight or No change
42,IGL,EQ,2017-07-13,1121.2,1124.0,1135.25,1117.0,       1124.00,1125.1,1128.35,299252,337659533.5,10024,62123,20.76,7,2017,1063.5893699608432,0.003478415982875349,Slight or No change
43,IGL,EQ,2017-07-14,1125.1,1126.9,1141.2,1114.1,       1120.00,1121.85,1126.82,258939,291777865.9,8388,39873,15.4,7,2017,1064.6347402859956,-0.0028886321215891853,Slight or No change
44,IGL,EQ,2017-07-17,1121.85,1157.85,1163.45,1135.9,       1149.80,1145.3,1150.48,741275,852818712.45,18663,180053,24.29,7,2017,1068.575767471967,0.020902972768195527,Slight or No change
45,IGL,EQ,2017-07-18,1145.3,1147.45,1148.7,1122.15,       1125.60,1128.6,1134.32,123041,139567341.6,6595,34822,28.3,7,2017,1069.0586175511426,-0.014581332401990776,Slight or No change
47,IGL,EQ,2017-07-19,1128.6,1130.0,1152.45,1128.6,       1132.00,1134.1,1139.95,354197,403768013.15,16478,96711,27.3,7,2017,1070.5306867876309,0.004873294346978474,Slight or No change
48,IGL,EQ,2017-07-20,1134.1,1141.0,1143.6,1120.0,       1120.65,1124.8,1129.93,121388,137159526.6,4478,31949,26.32,7,2017,1070.9483902171198,-0.008200335067454323,Slight or No change
